Place Name,Quarter,State,Total Amount,Total Transactions count,Year
vikarabad district,2,telangana,7761185953.963232,3556227.0,2021
jagtial district,2,telangana,12612225820.95034,4428112.0,2021
yadadri bhuvanagiri district,2,telangana,13244058903.99631,5848194.0,2021
medak district,2,telangana,7629372343.577743,3415198.0,2021
mahbubnagar district,2,telangana,11391442175.38967,5064194.0,2021
jaya shankar bhalupally district,2,telangana,6859770059.0154085,2675877.0,2021
warangal urban district,2,telangana,35324332007.025024,15534189.0,2021
rangareddy district,2,telangana,113987187628.9388,63155281.0,2021
hyderabad district,2,telangana,424872741465.1369,212326623.0,2021
suryapet district,2,telangana,15856636127.353401,6058271.0,2021
jogulamba gadwal district,2,telangana,6421818499.090552,2339787.0,2021
kamareddy district,2,telangana,10042472983.43782,3927221.0,2021
mulugu district,2,telangana,4115582609.583652,1462923.0,2021
medchal malkajgiri district,2,telangana,102864360004.6802,58755991.0,2021
karimnagar district,2,telangana,20534233590.75627,8548354.0,2021
mancherial district,2,telangana,13999260362.65354,6439833.0,2021
siddipet district,2,telangana,15903147261.01064,6647863.0,2021
khammam district,2,telangana,23771340184.86827,9096326.0,2021
narayanpet district,3,telangana,4774940526.25939,1866231.0,2021
nalgonda district,3,telangana,26760618927.739132,11844124.0,2021
jangaon district,3,telangana,9323782160.14939,4543161.0,2021
bhadradri kothagudem district,3,telangana,18135807092.89858,8176066.0,2021
warangal rural district,3,telangana,9287949664.120619,4443014.0,2021
kumuram bheem asifabad district,3,telangana,3942987886.809449,2106478.0,2021
nizamabad district,3,telangana,22809748582.05933,9331288.0,2021
adilabad district,3,telangana,5478367906.889687,2630821.0,2021
rajanna sircilla district,3,telangana,7695820233.395802,3381445.0,2021
nagarkurnool district,3,telangana,13208290733.93599,5674815.0,2021
peddapalle district,3,telangana,15215632332.16623,7647792.0,2021
nirmal district,3,telangana,7695725936.471862,2881221.0,2021
mahabubabad district,3,telangana,8803059150.714489,4261138.0,2021
sangareddy district,3,telangana,33876669677.960114,18758999.0,2021
wanaparthy district,3,telangana,7211167470.111839,2940519.0,2021
vikarabad district,3,telangana,8826445969.78196,4239647.0,2021
jagtial district,3,telangana,13500491629.987581,5294868.0,2021
yadadri bhuvanagiri district,3,telangana,14856731507.02387,6990011.0,2021
medak district,3,telangana,7874530429.994419,3824263.0,2021
mahbubnagar district,3,telangana,13292231448.18718,6305580.0,2021
jaya shankar bhalupally district,3,telangana,7101185779.855804,3033601.0,2021
warangal urban district,3,telangana,41422180516.837814,20050897.0,2021
rangareddy district,3,telangana,147772047919.1404,87884143.0,2021
hyderabad district,3,telangana,479343321365.3725,262028284.0,2021
suryapet district,3,telangana,16323643910.434511,7084587.0,2021
jogulamba gadwal district,3,telangana,7342093816.797329,2868741.0,2021
kamareddy district,3,telangana,9913123880.150501,4500228.0,2021
mulugu district,3,telangana,4101683407.368558,1650210.0,2021
medchal malkajgiri district,3,telangana,130838255095.6952,79514766.0,2021
karimnagar district,3,telangana,23540118368.01108,10704240.0,2021
mancherial district,3,telangana,15494076002.53145,7689749.0,2021
siddipet district,3,telangana,17131036339.07397,7797337.0,2021
khammam district,3,telangana,25395360624.33412,10938504.0,2021
narayanpet district,4,telangana,5838076193.554828,2282965.0,2021
nalgonda district,4,telangana,33883155723.957203,14645444.0,2021
jangaon district,4,telangana,11362332498.24181,5473214.0,2021
bhadradri kothagudem district,4,telangana,22567782620.24101,10121890.0,2021
warangal rural district,4,telangana,11031577612.931108,5340764.0,2021
kumuram bheem asifabad district,4,telangana,4842428620.143704,2622817.0,2021
nizamabad district,4,telangana,31740368651.355698,12113902.0,2021
adilabad district,4,telangana,7165446341.19846,3432958.0,2021
rajanna sircilla district,4,telangana,9967799307.03175,4250102.0,2021
nagarkurnool district,4,telangana,16125729170.095072,6870712.0,2021
peddapalle district,4,telangana,18789687776.65618,9303742.0,2021
nirmal district,4,telangana,10108069725.92414,3762262.0,2021
mahabubabad district,4,telangana,10537179557.287458,5140128.0,2021
sangareddy district,4,telangana,43773604056.36642,23598968.0,2021
wanaparthy district,4,telangana,8637954228.043968,3681940.0,2021
vikarabad district,4,telangana,11135599548.66633,5428281.0,2021
jagtial district,4,telangana,17110347754.19367,6608911.0,2021
yadadri bhuvanagiri district,4,telangana,18491066294.29535,8618815.0,2021
medak district,4,telangana,10748306259.23792,4942024.0,2021
mahbubnagar district,4,telangana,16922744330.353771,7948433.0,2021
jaya shankar bhalupally district,4,telangana,7906894768.33612,3598414.0,2021
warangal urban district,4,telangana,50725020756.70878,24530882.0,2021
rangareddy district,4,telangana,188838966046.1351,111354739.0,2021
hyderabad district,4,telangana,582079170534.0186,325636475.0,2021
suryapet district,4,telangana,20490140341.43847,8746371.0,2021
jogulamba gadwal district,4,telangana,8363108584.318649,3475042.0,2021
kamareddy district,4,telangana,14019170118.571508,5852557.0,2021
mulugu district,4,telangana,4656636196.093929,2002635.0,2021
medchal malkajgiri district,4,telangana,164568262330.0623,98780634.0,2021
karimnagar district,4,telangana,29149229156.48455,13040240.0,2021
mancherial district,4,telangana,18941077302.15672,9454805.0,2021
siddipet district,4,telangana,21996052788.69565,9904471.0,2021
khammam district,4,telangana,31245204308.11756,13424236.0,2021
narayanpet district,1,telangana,7151473315.411451,2758911.0,2022
nalgonda district,1,telangana,39284842780.64408,17014104.0,2022
jangaon district,1,telangana,13092572660.901508,6272901.0,2022
bhadradri kothagudem district,1,telangana,25370868701.81379,11205856.0,2022
warangal rural district,1,telangana,13344851727.84446,6150545.0,2022
kumuram bheem asifabad district,1,telangana,5793481590.487395,2974932.0,2022
nizamabad district,1,telangana,33996713436.01553,13749642.0,2022
adilabad district,1,telangana,8595611704.767036,4070616.0,2022
rajanna sircilla district,1,telangana,11337042428.250381,4899037.0,2022
nagarkurnool district,1,telangana,19698635871.63956,8134709.0,2022
peddapalle district,1,telangana,20671229116.26508,10330840.0,2022
nirmal district,1,telangana,12055501321.775171,4497647.0,2022
mahabubabad district,1,telangana,12694323911.33902,5919451.0,2022
sangareddy district,1,telangana,50754041229.75235,27250369.0,2022
wanaparthy district,1,telangana,10471886396.51953,4303823.0,2022
vikarabad district,1,telangana,13753017142.47531,6463353.0,2022
jagtial district,1,telangana,19792335843.19115,7599529.0,2022
yadadri bhuvanagiri district,1,telangana,21558326704.74961,9901695.0,2022
medak district,1,telangana,11841334266.66701,5651890.0,2022
mahbubnagar district,1,telangana,19752565211.19363,9243634.0,2022
jaya shankar bhalupally district,1,telangana,9295064923.502977,4079946.0,2022
warangal urban district,1,telangana,56954288260.23642,27504554.0,2022
rangareddy district,1,telangana,216609881380.40097,127675017.0,2022
hyderabad district,1,telangana,661512502141.0775,372711414.0,2022
suryapet district,1,telangana,23321415932.68684,10201103.0,2022
jogulamba gadwal district,1,telangana,10094399207.82571,3961470.0,2022
kamareddy district,1,telangana,15293088688.46609,6663659.0,2022
mulugu district,1,telangana,6575024639.126174,2589325.0,2022
medchal malkajgiri district,1,telangana,185168270983.386,110893187.0,2022
karimnagar district,1,telangana,32332888869.97381,14698433.0,2022
mancherial district,1,telangana,21171437142.030117,10350779.0,2022
siddipet district,1,telangana,25404779557.018032,11464769.0,2022
khammam district,1,telangana,35894472741.54594,15266245.0,2022
narayanpet district,2,telangana,7716014147.238309,3197626.0,2022
nalgonda district,2,telangana,44558915742.72007,19977314.0,2022
jangaon district,2,telangana,14919993685.003801,7231360.0,2022
bhadradri kothagudem district,2,telangana,28087468534.11158,12778081.0,2022
warangal rural district,2,telangana,14387372670.720762,6842881.0,2022
kumuram bheem asifabad district,2,telangana,6154185695.946732,3332600.0,2022
nizamabad district,2,telangana,40970987322.05723,16389018.0,2022
adilabad district,2,telangana,9736796196.875732,4656805.0,2022
rajanna sircilla district,2,telangana,12736454285.691809,5764243.0,2022
nagarkurnool district,2,telangana,20244396068.00873,9122281.0,2022
peddapalle district,2,telangana,23425044524.59683,11850597.0,2022
nirmal district,2,telangana,13791958003.8942,5225334.0,2022
mahabubabad district,2,telangana,13720828408.506,6638916.0,2022
sangareddy district,2,telangana,59585382581.450325,32680472.0,2022
wanaparthy district,2,telangana,11044991789.46262,4966803.0,2022
vikarabad district,2,telangana,14492482417.546562,7440634.0,2022
jagtial district,2,telangana,22246967385.143482,8877101.0,2022
yadadri bhuvanagiri district,2,telangana,24184571828.81407,11567957.0,2022
medak district,2,telangana,13698209529.952541,6738825.0,2022
mahbubnagar district,2,telangana,21963911808.55831,10705223.0,2022
jaya shankar bhalupally district,2,telangana,9634073658.277472,4528732.0,2022
warangal urban district,2,telangana,66551476649.13394,32791256.0,2022
rangareddy district,2,telangana,267052522620.5145,161888380.0,2022
hyderabad district,2,telangana,775908693266.7236,446470234.0,2022
suryapet district,2,telangana,27017582889.584778,11843388.0,2022
jogulamba gadwal district,2,telangana,11410519590.19461,4701957.0,2022
kamareddy district,2,telangana,17239444873.959072,7702879.0,2022
mulugu district,2,telangana,6165943180.178967,2656701.0,2022
medchal malkajgiri district,2,telangana,221257316347.7198,134114768.0,2022
karimnagar district,2,telangana,38465054891.36155,17621343.0,2022
mancherial district,2,telangana,23483426061.33163,11792212.0,2022
siddipet district,2,telangana,29087166428.464252,13598517.0,2022
khammam district,2,telangana,40474391433.331055,17688119.0,2022
narayanpet district,3,telangana,7372511545.846636,3149412.0,2022
nalgonda district,3,telangana,40798032880.70633,19442094.0,2022
jangaon district,3,telangana,13279380724.59907,6580615.0,2022
bhadradri kothagudem district,3,telangana,25289893377.7632,12264577.0,2022
warangal rural district,3,telangana,12580724724.48056,6206207.0,2022
kumuram bheem asifabad district,3,telangana,5642724850.521915,3217193.0,2022
nizamabad district,3,telangana,35480941123.208206,15374558.0,2022
adilabad district,3,telangana,8917128425.600996,4697252.0,2022
rajanna sircilla district,3,telangana,11900795823.20659,5407265.0,2022
nagarkurnool district,3,telangana,18637778860.07854,8782718.0,2022
peddapalle district,3,telangana,20799401370.88663,10936393.0,2022
nirmal district,3,telangana,12158789732.89777,5045789.0,2022
mahabubabad district,3,telangana,11797675474.51407,6113296.0,2022
sangareddy district,3,telangana,57832647223.37014,33187414.0,2022
wanaparthy district,3,telangana,10130094511.37881,4675529.0,2022
vikarabad district,3,telangana,14232056919.53075,7799069.0,2022
jagtial district,3,telangana,19843349567.16466,8168113.0,2022
yadadri bhuvanagiri district,3,telangana,22042571396.23612,10857894.0,2022
medak district,3,telangana,12214538646.775862,6256711.0,2022
mahbubnagar district,3,telangana,20954874892.61076,10611492.0,2022
jaya shankar bhalupally district,3,telangana,8896891604.929647,4204613.0,2022
warangal urban district,3,telangana,55794322100.977,27244856.0,2022
rangareddy district,3,telangana,272598081405.12262,169029273.0,2022
hyderabad district,3,telangana,1586047443981.7903,1018658174.0,2022
suryapet district,3,telangana,23876546283.02438,11413191.0,2022
jogulamba gadwal district,3,telangana,11052081759.6764,4706947.0,2022
kamareddy district,3,telangana,14964327071.01371,7186922.0,2022
mulugu district,3,telangana,5260858335.4731245,2441037.0,2022
medchal malkajgiri district,3,telangana,223442008167.9499,136384039.0,2022
karimnagar district,3,telangana,36478353448.99673,17095584.0,2022
mancherial district,3,telangana,21649183001.67677,11116187.0,2022
siddipet district,3,telangana,27570105119.137543,12900290.0,2022
khammam district,3,telangana,36789751400.92127,17010697.0,2022
narayanpet district,4,telangana,7851529733.329012,3435861.0,2022
nalgonda district,4,telangana,45517531285.29773,21928009.0,2022
jangaon district,4,telangana,14733962763.58428,7324178.0,2022
bhadradri kothagudem district,4,telangana,27531378066.985123,13693915.0,2022
warangal rural district,4,telangana,13558497093.45419,6929973.0,2022
kumuram bheem asifabad district,4,telangana,5943432516.9949465,3591695.0,2022
nizamabad district,4,telangana,42744693427.90993,18308473.0,2022
adilabad district,4,telangana,9396320638.908257,5167448.0,2022
rajanna sircilla district,4,telangana,13388173024.17493,6122873.0,2022
nagarkurnool district,4,telangana,19890947819.874542,9648058.0,2022
peddapalle district,4,telangana,23139872487.12701,12177318.0,2022
nirmal district,4,telangana,13462685072.36606,5783251.0,2022
mahabubabad district,4,telangana,12887238837.13226,6768739.0,2022
sangareddy district,4,telangana,64649951913.242195,38000808.0,2022
wanaparthy district,4,telangana,11544288246.52282,5371569.0,2022
vikarabad district,4,telangana,16602279473.93822,9405139.0,2022
jagtial district,4,telangana,22521347753.10603,9304649.0,2022
yadadri bhuvanagiri district,4,telangana,25002594202.222374,12310890.0,2022
medak district,4,telangana,14553997200.92438,7373744.0,2022
mahbubnagar district,4,telangana,23376388640.5947,12087718.0,2022
jaya shankar bhalupally district,4,telangana,9308144371.995441,4699909.0,2022
warangal urban district,4,telangana,57991182917.37883,29269688.0,2022
rangareddy district,4,telangana,295773661437.6938,191136402.0,2022
hyderabad district,4,telangana,1753799022390.873,1133829812.0,2022
suryapet district,4,telangana,27190932825.31949,12755991.0,2022
jogulamba gadwal district,4,telangana,11177285266.56922,5163965.0,2022
kamareddy district,4,telangana,18381989175.09425,8479586.0,2022
mulugu district,4,telangana,5528206381.608963,2756762.0,2022
medchal malkajgiri district,4,telangana,237726926269.25772,151514969.0,2022
karimnagar district,4,telangana,39357490540.69413,19056918.0,2022
mancherial district,4,telangana,23710042437.2458,12469076.0,2022
siddipet district,4,telangana,30384216197.13882,14715170.0,2022
khammam district,4,telangana,39626352507.582985,18924276.0,2022
unakoti district,1,tripura,4349605.99414449,5068.0,2018
khowai district,1,tripura,7242490.357963288,8838.0,2018
sepahijala district,1,tripura,13224752.635975951,14107.0,2018
north tripura district,1,tripura,10869174.626601541,9915.0,2018
dhalai district,1,tripura,8812172.047209244,9195.0,2018
south tripura district,1,tripura,13785118.334229631,18338.0,2018
gomati district,1,tripura,11277259.255102549,12229.0,2018
west tripura district,1,tripura,68418341.27939591,70467.0,2018
